Produce_Type,Temperature_C,Humidity_Percent,Days_Since_Harvest,Remaining_Shelf_Life_Days
Capsicum,13,79,19,1
Cauliflower,1,86,10,7
Tomato,21,78,14,1
Spinach,2,90,2,5
Spinach,2,98,19,1
Potato,13,69,12,24
Cauliflower,1,85,17,13
Capsicum,12,69,17,1
Cauliflower,7,90,20,1
Tomato,29,78,11,1
Capsicum,18,83,8,5
Cabbage,6,95,2,30
Capsicum,7,84,12,1
Spinach,0,90,17,1
Onion,21,59,16,22
Tomato,24,54,19,1
Carrot,2,85,3,51
Potato,13,57,8,37
Brinjal,12,71,8,3
Carrot,2,87,8,48
Carrot,6,93,20,1
Cabbage,3,86,14,34
Cucumber,20,92,9,1
Cabbage,3,90,11,11
Cabbage,5,88,5,41
Cucumber,15,81,9,1
Brinjal,19,78,18,1
Capsicum,18,82,8,1
Cauliflower,2,93,5,9
Tomato,21,69,11,1
Carrot,10,94,17,30
Cabbage,9,94,10,26
Onion,22,55,11,5
Potato,19,44,10,30
Onion,21,42,7,23
Potato,20,40,12,32
Potato,17,62,19,28
Carrot,5,89,2,32
Carrot,1,92,16,7
Brinjal,24,79,9,6
Cauliflower,5,89,14,10
Tomato,17,74,20,1
Capsicum,17,82,19,1
Spinach,0,92,3,3
Brinjal,13,60,14,1
Cauliflower,9,91,19,5
Carrot,10,95,17,12
Tomato,23,51,6,1
Potato,11,64,14,43
Capsicum,18,83,7,7
Potato,12,63,11,11
Cucumber,19,88,4,5
Cauliflower,3,92,5,23
Cucumber,14,87,9,5
Cabbage,1,91,14,13
Cucumber,16,90,19,1
Carrot,0,94,15,42
Capsicum,20,75,13,7
Cucumber,10,86,6,1
Cauliflower,0,86,9,11
Potato,14,67,3,17
Brinjal,20,80,10,5
Brinjal,25,73,18,1
Tomato,19,77,17,1
Carrot,7,91,19,4
Cauliflower,3,91,12,9
Tomato,28,60,13,1
Brinjal,11,69,4,10
Potato,14,44,17,4
Cucumber,20,89,3,7
Potato,13,60,6,15
Cauliflower,9,91,2,27
Tomato,25,61,16,1
Onion,29,44,14,12
Cucumber,20,89,9,1
Cucumber,12,80,10,1
Brinjal,10,71,17,1
Cauliflower,2,90,8,3
Cucumber,12,84,4,10
Potato,17,56,4,27
Cucumber,14,93,2,3
Capsicum,12,65,11,1
Cabbage,9,89,14,11
Cucumber,13,81,5,5
Carrot,7,95,8,45
Capsicum,12,72,11,7
Cauliflower,5,93,14,6
Onion,15,45,16,16
Carrot,7,88,20,32
Brinjal,24,79,6,4
Tomato,25,79,14,1
Cabbage,2,89,17,10
Spinach,5,99,7,1
Capsicum,17,73,13,1
Capsicum,7,74,9,1
Cauliflower,4,95,5,6
Spinach,0,94,6,1
Capsicum,8,76,11,1
Cauliflower,7,92,20,1
Onion,19,46,17,16
Tomato,25,60,1,4
Cauliflower,4,85,7,5
Cucumber,11,91,1,8
Cauliflower,10,85,5,18
Cauliflower,1,89,19,1
Capsicum,8,76,2,9
Capsicum,16,69,3,6
Cauliflower,5,87,1,22
Cauliflower,3,90,2,12
Cucumber,10,81,14,1
Carrot,6,86,20,19
Carrot,2,88,4,34
Spinach,3,97,20,1
Potato,18,57,12,20
Carrot,3,88,13,37
Carrot,4,95,1,19
Onion,23,47,9,27
Capsicum,12,82,3,8
Capsicum,10,79,1,7
Onion,28,64,9,15
Capsicum,16,72,17,1
Onion,19,42,10,29
Cucumber,14,94,17,1
Cabbage,2,91,2,27
Cabbage,1,94,15,17
Potato,13,59,19,25
Potato,19,56,14,23
Cucumber,20,95,3,8
Tomato,26,67,2,8
Spinach,4,92,5,9
Brinjal,15,65,10,2
Cauliflower,9,89,9,3
Cucumber,10,85,15,1
Tomato,17,57,16,1
Cauliflower,9,88,4,21
Brinjal,24,66,13,1
Tomato,21,62,20,1
Tomato,20,75,12,1
Cabbage,5,91,17,3
Onion,24,67,16,1
Spinach,0,93,8,7
Onion,30,47,15,1
Cucumber,17,92,12,3
Capsicum,18,70,6,9
Brinjal,19,65,10,1
Brinjal,13,79,2,3
Potato,16,52,16,12
Cabbage,1,90,13,25
Brinjal,15,72,7,4
Spinach,1,99,12,1
Spinach,5,91,15,1
Carrot,5,95,3,56
Carrot,9,85,4,38
Carrot,2,89,16,24
Potato,13,50,11,20
Tomato,28,73,4,1
Capsicum,12,74,11,1
Capsicum,15,76,1,11
Carrot,8,88,12,37
Onion,24,66,19,1
Brinjal,11,76,10,1
Spinach,5,99,2,5
Capsicum,19,73,20,1
Capsicum,10,85,18,1
Capsicum,20,82,10,1
Cabbage,8,87,20,10
Capsicum,9,69,11,7
Cucumber,15,85,13,1
Brinjal,16,80,13,1
Cucumber,12,82,12,1
Capsicum,13,81,1,8
Cucumber,14,84,9,1
Capsicum,18,80,13,5
Potato,14,65,11,15
Brinjal,20,79,3,12
Cauliflower,6,92,20,1
Cabbage,2,86,2,30
Tomato,21,68,18,1
Cucumber,18,95,5,6
Brinjal,21,74,13,1
Capsicum,7,72,7,10
Spinach,3,91,6,2
Cabbage,3,91,11,17
Brinjal,15,66,6,3
Carrot,8,87,3,33
Cabbage,2,85,2,34
Carrot,8,88,6,37
Cabbage,6,85,20,25
Cabbage,8,87,20,23
Cucumber,20,83,18,1
Cabbage,8,85,11,30
Onion,27,63,11,23
Capsicum,16,69,2,15
Tomato,24,78,2,2
Cucumber,12,83,16,1
Spinach,2,97,7,1
Cabbage,4,86,3,26
Spinach,5,93,7,6
Spinach,2,91,14,1
Potato,13,51,8,26
Capsicum,7,79,1,13
Brinjal,10,62,6,9
Cabbage,0,85,10,23
Tomato,19,75,3,5
Onion,26,68,6,31
Cucumber,15,94,11,1
Onion,21,45,7,22
Cauliflower,7,85,11,4
Onion,15,70,11,14
Brinjal,14,72,4,3
Spinach,0,93,20,1
Cauliflower,3,90,14,1
Brinjal,13,71,9,1
Cabbage,0,95,19,24
Cauliflower,9,89,8,14
Capsicum,14,74,13,1
Capsicum,13,85,1,18
Carrot,0,91,17,14
Brinjal,15,61,3,11
Tomato,19,57,8,1
Brinjal,19,73,12,1
Cauliflower,7,88,2,15
Capsicum,20,68,9,8
Spinach,4,100,7,1
Onion,19,63,12,8
Cabbage,3,89,4,45
Potato,10,50,11,5
Tomato,17,72,20,1
Cauliflower,0,92,11,2
Brinjal,16,63,2,13
Capsicum,17,66,1,6
Tomato,20,80,18,1
Cauliflower,6,87,8,21
Spinach,3,91,16,1
Cucumber,18,94,7,1
Cabbage,10,88,17,32
Spinach,5,91,5,10
Tomato,29,65,15,1
Potato,16,49,16,40
Tomato,19,60,18,1
Onion,25,58,16,1
Cucumber,20,82,5,9
Carrot,9,86,19,8
Cabbage,5,89,10,5
Cauliflower,1,95,12,2
Carrot,9,94,17,22
Cucumber,19,93,15,1
Cucumber,11,86,4,7
Onion,23,42,12,1
Capsicum,14,70,5,4
Cucumber,14,80,12,1
Onion,22,70,19,2
Spinach,5,100,13,1
Tomato,23,51,1,9
Potato,17,62,20,12
Spinach,2,100,1,6
Potato,19,61,18,28
Brinjal,25,75,14,1
Onion,28,68,17,14
Cauliflower,4,92,4,23
Spinach,3,96,14,1
Cucumber,20,82,14,1
Tomato,30,79,13,1
Carrot,9,89,20,37
Tomato,22,50,11,1
Brinjal,18,77,8,1
Tomato,17,51,1,7
Onion,25,49,11,11
Carrot,9,89,9,34
Onion,16,62,14,20
Capsicum,19,77,1,18
Brinjal,17,73,7,5
Brinjal,18,70,6,9
Cucumber,16,93,14,1
Spinach,5,100,3,5
Brinjal,15,78,6,1
Capsicum,18,74,11,1
Cabbage,7,91,16,4
Carrot,10,90,10,36
Cauliflower,5,87,20,1
Potato,10,68,7,31
Carrot,6,93,8,50
Onion,16,58,11,29
Tomato,19,51,15,1
Cauliflower,2,90,11,17
Cauliflower,9,86,10,8
Carrot,4,89,7,47
Onion,30,53,5,31
Onion,16,43,15,5
Onion,25,52,19,1
Capsicum,11,81,18,1
Cabbage,1,95,9,13
Onion,20,68,9,10
Potato,17,56,5,49
Spinach,5,93,9,1
Tomato,25,60,6,1
Spinach,4,90,7,2
Onion,18,70,20,10
Tomato,30,79,16,1
Carrot,6,85,18,6
Spinach,5,90,15,1
Onion,26,62,4,30
Potato,12,63,18,37
Onion,17,49,1,23
Spinach,0,94,2,10
Cabbage,6,95,3,23
Capsicum,19,84,1,12
Cucumber,17,81,19,1
Cucumber,16,93,7,7
Potato,11,63,16,1
Carrot,0,92,19,16
Spinach,2,92,13,1
Cucumber,12,83,7,2
Onion,19,43,13,16
Cauliflower,2,89,16,1
Brinjal,18,61,20,1
Potato,10,45,15,19
Spinach,1,99,18,1
Cucumber,12,90,8,7
Cabbage,3,86,8,9
Carrot,0,85,3,34
Cabbage,4,89,16,21
Spinach,2,93,20,1
Capsicum,19,81,13,1
Tomato,23,59,20,1
Cauliflower,10,86,19,1
Carrot,5,89,19,37
Spinach,1,95,15,1
Brinjal,21,71,9,1
Onion,17,42,13,14
Cauliflower,3,89,9,17
Carrot,3,87,18,7
Cucumber,10,93,14,1
Cabbage,3,92,16,21
Capsicum,18,71,5,8
Carrot,2,90,9,25
Carrot,5,90,19,33
Cabbage,8,85,13,22
Capsicum,12,72,13,1
Cucumber,11,87,15,1
Potato,16,61,9,25
Spinach,5,97,9,6
Onion,27,55,16,16
Potato,19,54,14,34
Tomato,19,76,17,1
Carrot,5,92,16,33
Carrot,7,86,9,38
Tomato,16,51,15,1
Capsicum,17,77,11,9
Carrot,10,94,7,41
Tomato,19,80,2,4
Carrot,2,90,3,38
Spinach,1,100,11,1
Cucumber,18,93,5,4
Onion,16,49,5,10
Tomato,19,76,11,1
Cabbage,9,92,9,23
Spinach,0,96,2,6
Cucumber,16,81,14,1
Potato,11,49,1,56
Cucumber,15,86,1,5
Potato,16,65,19,7
Cauliflower,6,91,5,19
Brinjal,12,80,15,1
Onion,19,65,3,25
Brinjal,14,67,4,3
Brinjal,12,79,2,13
Spinach,5,91,20,1
Spinach,5,90,15,1
Carrot,3,85,4,40
Cauliflower,4,92,11,16
Potato,12,60,14,38
Spinach,5,96,18,1
Potato,19,54,15,19
Potato,13,68,13,8
Cauliflower,7,87,15,5
Carrot,2,95,5,26
Capsicum,8,77,5,4
Capsicum,12,67,13,1
Cucumber,16,89,14,1
Brinjal,17,77,14,1
Potato,13,57,10,36
Carrot,9,86,12,33
Cucumber,10,93,7,1
Brinjal,23,63,15,1
Cabbage,1,93,11,7
Tomato,24,66,10,1
Cabbage,3,87,9,7
Onion,22,44,3,22
Brinjal,24,75,20,1
Potato,11,67,1,23
Cauliflower,3,86,13,8
Onion,19,54,14,16
Capsicum,13,78,12,3
Brinjal,23,71,6,2
Spinach,2,97,1,8
Carrot,1,92,14,13
Cauliflower,9,93,14,16
Tomato,22,79,13,1
Brinjal,19,74,6,1
Potato,12,56,7,27
Capsicum,10,84,20,1
Cauliflower,2,87,11,7
Tomato,23,50,4,4
Capsicum,17,81,12,6
Cauliflower,10,89,13,11
Capsicum,16,65,10,7
Carrot,9,86,15,35
Carrot,5,94,4,45
Capsicum,19,65,20,1
Cucumber,10,95,7,8
Cauliflower,9,87,11,6
Cabbage,2,86,10,6
Spinach,3,95,7,5
Cauliflower,8,87,2,24
Onion,19,64,3,27
Cucumber,20,87,16,1
Cabbage,4,87,11,16
Spinach,3,98,15,1
Tomato,21,60,6,1
Cucumber,13,91,19,1
Carrot,9,94,8,45
Onion,23,53,15,1
Cauliflower,4,87,13,1
Onion,15,46,3,27
Brinjal,23,77,10,2
Tomato,29,73,9,1
Cauliflower,5,85,15,11
Cauliflower,5,90,19,10
Potato,11,47,11,17
Tomato,15,76,1,9
Potato,17,56,8,18
Capsicum,19,71,5,9
Onion,28,50,1,31
Cauliflower,1,87,20,1
Onion,25,62,13,9
Capsicum,19,79,11,1
Tomato,19,73,20,1
Capsicum,15,77,7,9
Capsicum,15,79,5,9
Cucumber,13,90,11,1
Carrot,4,95,14,6
Capsicum,10,81,5,2
Cauliflower,1,93,18,1
Cucumber,14,85,4,10
Brinjal,10,69,16,1
Spinach,5,98,15,1
Potato,17,70,4,24
Spinach,3,90,12,1
Cauliflower,1,88,8,4
Onion,23,44,12,22
Brinjal,14,70,3,2
Onion,15,53,7,11
Carrot,3,90,8,24
Cabbage,6,85,3,25
Cabbage,4,87,2,34
Potato,20,63,17,8
Cauliflower,10,95,13,2
Spinach,0,90,20,1
Carrot,3,86,3,46
Cauliflower,0,95,13,1
Carrot,1,92,9,23
Cauliflower,6,94,19,4
Spinach,4,96,1,9
Tomato,25,54,19,1
Spinach,3,93,13,1
Cauliflower,1,94,12,4
Tomato,21,62,8,1
Onion,15,59,8,17
Potato,13,59,10,37
Tomato,26,76,19,1
Tomato,27,77,2,8
Cucumber,20,95,15,1
Onion,30,55,16,22
Cabbage,9,89,2,17
Cucumber,16,95,10,1
Onion,26,57,4,28
Cauliflower,2,89,16,13
Potato,16,70,17,22
Cucumber,17,84,8,1
Cabbage,8,89,1,42
Tomato,17,62,16,1
Cabbage,1,91,1,18
Potato,17,53,20,19
Capsicum,12,80,18,1
Carrot,5,88,20,18
Capsicum,7,66,14,1
Cauliflower,10,93,10,3
Onion,21,66,20,10
Carrot,7,93,9,14
Carrot,3,88,12,18
Cucumber,15,87,15,1
Cabbage,6,85,20,1
Cucumber,12,91,6,6
Carrot,3,85,4,19
Capsicum,7,81,19,1
Cabbage,10,85,19,6
Potato,14,44,2,27
Cucumber,14,83,14,1
Carrot,5,88,15,37
Tomato,17,71,15,1
Cauliflower,5,95,5,20
Cabbage,1,87,3,46
Brinjal,22,68,3,5
Carrot,1,93,16,28
Capsicum,12,70,15,4
Capsicum,7,76,11,6
Onion,28,69,10,3
Capsicum,13,73,6,10
Brinjal,23,78,3,12
Tomato,25,52,7,1
Potato,11,44,13,42
Onion,24,53,5,14
Cucumber,19,89,20,1
Cucumber,11,93,7,1
Carrot,4,95,4,20
Carrot,6,91,9,15
Spinach,3,96,14,1
Potato,17,62,7,24
Brinjal,20,74,8,7
Carrot,6,92,15,38
Capsicum,7,74,20,1
Potato,20,58,18,37
Onion,29,52,16,6
Cucumber,14,81,11,1
Cucumber,12,84,10,1
Cabbage,2,87,17,30
Cabbage,4,89,12,11
Cauliflower,1,86,11,14
Cauliflower,9,90,4,25
Carrot,5,90,17,5
Potato,10,65,5,52
Spinach,4,96,15,1
Tomato,25,71,8,1
Carrot,9,89,10,47
Potato,12,45,19,7
Spinach,0,92,19,1
Cauliflower,1,93,16,4
Brinjal,21,69,8,3
Capsicum,17,82,7,6
Onion,19,44,5,27
Spinach,3,90,19,1
Carrot,10,92,11,21
Brinjal,20,71,12,1
Cabbage,7,95,7,22
Cauliflower,7,88,19,1
Onion,15,70,1,16
Spinach,4,97,1,11
Tomato,23,72,3,7
Onion,15,67,16,1
Carrot,0,92,11,26
Cabbage,1,93,13,35
Spinach,4,97,14,1
Potato,12,46,7,36
Onion,21,50,14,4
Cabbage,6,95,20,9
Cucumber,18,93,8,1
Cauliflower,5,92,17,2
Brinjal,25,74,7,6
Brinjal,21,67,3,12
Capsicum,14,83,3,15
Tomato,18,78,19,1
Carrot,5,93,3,48
Brinjal,24,71,12,1
Tomato,16,60,10,1
Brinjal,15,65,20,1
Cucumber,17,92,9,1
Brinjal,11,69,16,1
Capsicum,7,68,18,1
Cabbage,7,94,7,27
Potato,14,63,17,26
Onion,18,55,11,8
Carrot,4,85,12,40
Cauliflower,9,87,1,13
Cauliflower,9,93,8,19
Carrot,0,95,17,30
Spinach,1,94,12,1
Cabbage,8,86,16,30
Onion,23,41,19,19
Carrot,1,86,12,17
Cucumber,14,93,15,1
Tomato,26,56,11,1
Capsicum,12,83,18,1
Cauliflower,5,88,5,10
Tomato,17,53,13,1
Cucumber,15,93,5,9
Spinach,2,99,4,7
Onion,23,60,17,4
Spinach,4,95,11,1
Tomato,15,57,11,1
Tomato,15,64,13,1
Brinjal,23,68,17,1
Spinach,3,100,14,1
Tomato,18,78,13,1
Tomato,22,78,18,1
Capsicum,14,81,6,6
Carrot,10,93,3,24
Spinach,0,97,3,4
Capsicum,13,75,15,2
Brinjal,25,74,6,6
Brinjal,20,66,15,1
Carrot,3,89,4,31
Onion,17,63,11,4
Cucumber,16,93,3,11
Tomato,26,77,14,1
Cauliflower,1,93,12,9
Tomato,30,74,2,5
Carrot,2,86,13,8
Spinach,2,90,4,10
Cabbage,2,86,3,18
Cucumber,14,82,6,5
Capsicum,18,77,17,1
Capsicum,8,85,3,17
Cucumber,18,85,4,9
Cucumber,16,86,19,1
Cabbage,3,94,7,19
Onion,16,49,5,33
Carrot,10,95,17,7
Cauliflower,6,94,4,23
Potato,19,59,4,19
Cabbage,3,93,8,30
Cauliflower,5,93,18,6
Cabbage,9,93,15,1
Cabbage,9,91,15,5
Carrot,9,90,20,25
Capsicum,8,67,20,1
Cauliflower,0,91,13,14
Potato,15,57,2,29
Capsicum,7,77,4,11
Capsicum,14,83,18,1
Carrot,3,91,12,13
Carrot,3,95,11,19
Capsicum,13,78,2,11
Cauliflower,5,91,10,3
Tomato,30,68,6,4
Brinjal,17,72,1,7
Cabbage,2,93,14,29
Onion,25,65,11,1
Potato,12,64,19,32
Spinach,0,100,17,1
Carrot,5,95,1,52
Potato,12,65,17,26
Cucumber,16,82,2,11
Potato,17,45,18,20
Spinach,2,93,11,1
Tomato,22,50,18,1
Tomato,28,74,2,7
Carrot,10,85,5,35
Tomato,18,77,12,1
Tomato,20,79,5,5
Capsicum,20,80,3,17
Spinach,2,95,5,9
Potato,12,49,15,6
Cucumber,10,86,6,1
Capsicum,13,72,18,1
Spinach,0,96,10,1
Cauliflower,1,92,12,5
Cauliflower,2,91,15,1
Carrot,0,86,1,19
Capsicum,10,79,5,10
Onion,27,44,13,15
Cabbage,2,88,20,16
Capsicum,17,69,5,9
Brinjal,11,61,5,4
Capsicum,20,69,1,9
Carrot,2,94,11,27
Capsicum,11,76,7,7
Capsicum,10,73,11,1
Cauliflower,0,85,7,5
Carrot,9,94,1,54
Cabbage,6,95,7,15
Potato,15,51,9,13
Spinach,2,94,11,1
Cabbage,6,91,14,21
Spinach,1,90,5,8
Capsicum,17,77,20,1
Carrot,2,88,12,32
Carrot,6,95,14,21
Carrot,6,89,6,18
Brinjal,22,78,9,4
Onion,24,49,13,4
Carrot,10,89,14,32
Onion,17,55,9,12
Cauliflower,8,85,19,1
Spinach,4,93,7,1
Spinach,2,91,11,2
Capsicum,11,76,4,4
Spinach,5,98,15,1
Capsicum,11,66,11,1
Onion,28,47,2,16
Spinach,0,95,15,1
Capsicum,17,73,15,2
Tomato,20,66,18,1
Cucumber,17,87,15,1
Cabbage,6,88,10,28
Cucumber,14,87,13,1
Cucumber,18,83,19,1
Onion,15,60,3,37
Tomato,28,60,17,1
Carrot,0,92,8,24
Capsicum,11,75,4,4
Cabbage,5,90,9,34
Capsicum,16,66,18,1
Brinjal,23,62,2,7
Spinach,0,99,9,1
Brinjal,19,63,12,3
Brinjal,18,65,2,5
Cucumber,10,83,2,10
Carrot,6,86,17,35
Cauliflower,7,89,3,11
Capsicum,14,66,13,1
Cabbage,3,86,13,15
Carrot,1,85,5,18
Cucumber,11,93,11,4
Cucumber,15,80,12,1
Tomato,17,51,9,1
Brinjal,22,72,9,4
Spinach,5,96,17,1
Brinjal,24,66,9,6
Cauliflower,7,95,12,18
Potato,15,63,11,28
Cabbage,7,89,6,21
Cucumber,12,87,9,1
Tomato,17,65,6,2
Capsicum,16,83,17,1
Onion,22,41,14,17
Brinjal,12,68,2,9
Cucumber,17,95,20,1
Brinjal,13,72,15,1
Brinjal,17,71,16,1
Brinjal,19,73,18,1
Cauliflower,2,91,19,4
Tomato,24,72,19,1
Potato,19,40,3,44
Cabbage,3,94,10,10
Brinjal,18,73,20,1
Potato,12,67,13,37
Carrot,8,89,19,6
Onion,29,58,14,26
Onion,26,48,8,22
Potato,13,42,13,36
Spinach,5,97,5,6
Carrot,3,89,4,24
Spinach,4,94,11,1
Cauliflower,9,94,2,22
Potato,12,56,15,7
Cucumber,19,85,15,1
Tomato,20,71,3,6
Brinjal,12,73,2,7
Spinach,0,99,16,1
Tomato,28,72,6,3
Potato,11,69,5,53
Cucumber,10,93,6,9
Capsicum,12,85,12,6
Onion,20,45,12,8
Spinach,1,93,9,1
Onion,19,68,14,4
Spinach,4,100,11,1
Potato,19,60,2,49
Brinjal,17,75,3,5
Cucumber,10,80,19,1
Brinjal,11,64,5,2
Tomato,21,78,3,1
Brinjal,23,70,18,1
Brinjal,16,64,10,1
Potato,14,53,17,10
Potato,10,51,13,39
Carrot,4,93,13,27
Cabbage,10,89,15,4
Carrot,2,93,10,13
Tomato,20,72,2,7
Cauliflower,5,94,19,1
Carrot,5,93,17,12
Cabbage,3,85,10,5
Spinach,1,91,20,1
Cabbage,6,89,10,37
Carrot,9,93,8,47
Brinjal,20,67,19,1
Carrot,1,90,7,51
Brinjal,25,60,19,1
Potato,15,54,16,21
Cabbage,7,93,7,13
Onion,22,58,12,16
Cucumber,11,95,19,1
Carrot,10,92,19,15
Brinjal,15,63,12,1
Brinjal,19,76,20,1
Brinjal,19,72,8,1
Cabbage,9,85,20,18
Tomato,19,53,12,1
Spinach,5,100,1,13
Cauliflower,6,86,4,19
Carrot,7,86,13,43
Tomato,21,55,14,1
Cabbage,4,91,15,6
Potato,19,42,13,14
Brinjal,20,75,4,4
Onion,17,40,18,21
Cabbage,8,86,20,1
Onion,20,54,14,15
Brinjal,23,60,18,1
Cucumber,17,92,3,2
Carrot,7,94,7,34
Tomato,24,77,4,3
Cucumber,17,82,15,1
Spinach,3,95,8,6
Spinach,5,99,10,1
Carrot,4,92,19,10
Cabbage,6,88,1,17
Cabbage,4,95,14,12
Onion,18,70,17,9
Cabbage,10,90,11,35
Cauliflower,0,90,8,6
Cucumber,13,84,19,1
Carrot,2,93,18,17
Carrot,0,92,5,35
Brinjal,19,60,10,4
Onion,21,56,18,16
Tomato,27,63,4,2
Spinach,4,98,2,3
Potato,14,65,20,13
Cauliflower,7,92,19,1
Cauliflower,4,94,14,1
Onion,15,60,17,2
Potato,16,41,8,24
Tomato,28,69,16,1
Cucumber,17,93,14,1
Onion,18,46,14,17
Brinjal,13,78,8,6
Tomato,29,53,18,1
Tomato,24,59,12,1
Carrot,9,91,17,3
Carrot,0,93,6,27
Cucumber,10,83,7,4
Cabbage,6,88,11,12
Carrot,1,95,9,15
Carrot,2,85,6,40
Capsicum,13,67,5,7
Cauliflower,5,90,14,7
Tomato,16,67,20,1
Capsicum,14,76,8,7
Spinach,4,98,18,1
Capsicum,9,75,10,1
Tomato,25,74,15,1
Capsicum,20,84,11,3
Tomato,15,50,3,2
Carrot,9,92,9,30
Cucumber,13,88,19,1
Spinach,0,93,17,1
Cucumber,12,82,15,1
Onion,17,52,5,33
Capsicum,13,74,14,3
Cabbage,4,87,17,17
Capsicum,16,67,12,8
Brinjal,17,61,2,12
Cabbage,10,93,5,39
Cabbage,7,93,11,33
Potato,11,44,12,33
Potato,12,42,20,26
Tomato,30,54,2,1
Brinjal,19,60,18,1
Onion,30,70,4,19
Spinach,0,93,9,1
Potato,20,52,3,14
Cauliflower,5,86,20,3
Potato,10,51,9,47
Tomato,18,72,19,1
Onion,17,43,18,11
Cauliflower,4,94,10,5
Potato,15,43,11,34
Tomato,25,67,16,1
Spinach,4,90,11,1
Capsicum,7,85,20,1
Tomato,25,65,11,1
Onion,26,55,17,10
Brinjal,19,76,14,1
Potato,10,69,5,45
Cucumber,16,80,10,1
Tomato,28,62,15,1
Cucumber,13,90,20,1
Spinach,0,94,6,4
Onion,19,54,13,9
Capsicum,15,72,16,1
Carrot,4,91,10,27
Cabbage,10,86,16,10
Cauliflower,9,86,18,10
Cucumber,16,84,7,1
Capsicum,14,79,12,8
Onion,28,61,17,18
Carrot,6,85,5,54
Spinach,4,93,5,5
Cucumber,19,81,16,1
Cauliflower,4,92,3,15
Cucumber,13,87,8,2
Potato,14,41,12,16
Cauliflower,10,92,7,17
Potato,10,40,10,8
Spinach,0,100,10,3
Spinach,4,99,18,1
Spinach,2,100,9,1
Capsicum,7,84,12,1
Cauliflower,1,87,1,26
Capsicum,15,82,10,1
Potato,12,64,8,44
Capsicum,7,70,6,12
Cabbage,10,89,8,23
Carrot,8,90,1,25
Cabbage,8,91,18,8
Spinach,4,98,8,1
Onion,21,61,5,8
Brinjal,25,60,18,1
Capsicum,15,74,4,9
Potato,20,63,18,20
Cucumber,18,95,3,12
Spinach,0,95,10,1
Cucumber,15,94,8,4
Capsicum,14,73,13,1
Spinach,2,90,4,1
Cabbage,9,90,7,33
Tomato,20,63,8,1
Potato,18,41,14,12
Cabbage,4,95,12,4
Potato,12,66,17,23
Cucumber,14,86,15,1
Potato,11,68,13,29
Onion,16,61,11,22
Cucumber,20,94,10,4
Potato,20,45,9,10
Brinjal,23,76,9,1
Potato,20,69,4,23
Capsicum,14,83,16,1
Cabbage,5,89,13,24
Onion,16,65,4,23
Cabbage,6,91,6,11
Cauliflower,2,95,19,1
Cauliflower,2,91,18,1
Capsicum,12,69,15,1
Spinach,2,99,15,1
Cabbage,7,93,15,2
Spinach,3,91,12,1
Capsicum,7,66,20,1
Potato,19,40,10,35
Tomato,28,60,12,1
Cucumber,19,93,8,1
Onion,30,42,11,29
Onion,30,42,12,17
Cucumber,11,89,14,1
Carrot,2,94,7,28
Spinach,0,100,17,1
Cauliflower,4,90,7,20
Capsicum,20,83,17,1
Potato,14,49,1,30
Tomato,27,58,10,1
Brinjal,21,63,16,1
Potato,18,51,7,46
Cauliflower,1,91,14,1
Tomato,23,70,1,4
Cauliflower,4,90,12,18
Potato,17,52,17,26
Cucumber,20,86,13,1
Onion,24,53,5,20
Potato,11,48,14,39
Cauliflower,0,89,13,6
Spinach,1,98,19,1
Brinjal,25,67,10,1
Cauliflower,9,94,15,10
Carrot,1,87,13,10
Spinach,3,96,2,8
Carrot,9,86,11,39
Carrot,0,94,11,28
Cabbage,6,88,19,11
Capsicum,20,82,1,9
Carrot,9,90,19,4
Cabbage,2,91,6,23
Spinach,0,100,3,5
Capsicum,11,71,9,1
Onion,18,50,4,14
Cauliflower,7,88,19,8
Cucumber,14,89,4,7
Cauliflower,9,91,14,13
Cucumber,20,80,12,1
Carrot,6,91,11,48
Potato,12,63,18,16
Cabbage,5,86,5,20
Carrot,5,85,18,9
Cucumber,15,85,3,7
Carrot,2,92,19,10
Cauliflower,9,87,19,5
Capsicum,19,65,3,7
Tomato,27,66,9,1
Cauliflower,4,88,10,19
Potato,14,60,17,32
Tomato,19,70,8,2
Cabbage,8,90,7,38
Spinach,4,90,4,2
Onion,17,52,17,19
Tomato,17,63,8,1
Cucumber,20,95,19,1
Potato,16,51,1,52
Brinjal,20,74,6,9
Capsicum,17,74,13,1
Cucumber,14,84,18,1
Spinach,3,98,10,5
Capsicum,11,70,9,2
Potato,19,54,20,25
Brinjal,11,66,18,1
Spinach,4,94,9,1
Tomato,29,78,8,1
Carrot,0,87,15,15
Potato,20,65,11,42
Brinjal,21,70,15,1
Cabbage,0,92,10,39
Cucumber,15,95,20,1
Carrot,2,94,5,18
Cabbage,9,95,2,48
Carrot,6,93,2,48
Potato,12,52,16,9
Cucumber,17,80,6,9
Cauliflower,3,93,5,12
Spinach,5,99,13,1
Capsicum,7,66,13,2
Capsicum,8,70,15,1
Potato,16,59,7,26
Brinjal,25,78,14,1
Onion,26,58,5,29
Cucumber,19,85,9,5
Onion,16,61,10,8
Capsicum,16,82,8,4
Onion,19,45,1,9
Cabbage,7,90,14,24
Onion,30,45,1,34
Spinach,5,96,6,1
Carrot,8,88,18,2
Cabbage,6,92,18,9
Carrot,9,93,4,21
Brinjal,10,66,9,1
Brinjal,21,72,1,7
Capsicum,11,72,14,1
Cauliflower,2,92,18,2
Capsicum,20,81,16,1
